district_name,Month,cards_afsc,cards_fsc,cards_aap,cards_total,units_afsc,units_fsc,units_aap,units_total,rice_req_afsc,rice_req_fsc,rice_req_aap,rice_req_total,op_bal_rice_afsc,op_bal_rice_fsc,op_bal_rice_aap,op_bal_rice_total,qty_rice_toallocate_afsc,qty_rice_toallocate_fsc,qty_rice_toallocate_aap,qty_rice_toallocate_total,%partial_allot,%partial_allot_afsc,%partial_allot_fsc,%partial_allot_aap,%partial_allot_total,%final_allot,fin_allot_afsc,fin_allot_fsc,fin_allot_aap,fin_allot_total,,
Peddapalli,"June, 2017",12422,199834,184,212440,33830,591599,191,625620,434770,3549594,1840,3986204,684,17440,10,18134,434086,3532154,1830,3968070,0,0,0,0,0,100,434086,3532154,1830,3968070,-684,-18134
Rajanna Siricilla,"June, 2017",13691,153670,221,167582,36408,457055,225,493688,479185,2742330,2210,3223725,420,7025,40,7485,478765,2735305,2170,3216240,0,0,0,0,0,100,478765,2735305,2170,3216240,-420,-7485
Ranga Reddy,"June, 2017",35523,482710,45,518278,93268,1633042,58,1726368,1243305,9798252,450,11042007,51400,847272,0,898672,1191905,8950980,450,10143335,0,0,0,0,0,100,1191905,8950968,450,10143323,-51400,-898684
Sangareddy,"June, 2017",27115,334021,117,361253,70812,1133644,120,1204576,949025,6801864,1170,7752059,70,21933,0,22003,948955,6779931,1170,7730056,0,0,0,0,0,100,948955,6779931,1170,7730056,-70,-22003
Siddipet,"June, 2017",18856,262837,90,281783,52389,837006,91,889486,659960,5022036,900,5682896,350,22487,0,22837,659610,4999549,900,5660059,0,0,0,0,0,100,659610,4999549,900,5660059,-350,-22837
Suryapet,"June, 2017",18797,288627,50,307474,50285,855421,51,905757,657895,5132526,500,5790921,7060,165904,0,172964,650835,4966622,500,5617957,0,0,0,0,0,100,650835,4966622,500,5617957,-7060,-172964
Vikarabad,"June, 2017",27321,207182,42,234545,75641,740940,48,816629,956235,4445640,420,5402295,105,16367,0,16472,956130,4429273,420,5385823,0,0,0,0,0,100,956130,4429273,420,5385823,-105,-16472
Wanaparthy,"June, 2017",9820,140759,121,150700,28728,483039,130,511897,343700,2898234,1210,3243144,0,6109,0,6109,343700,2892125,1210,3237035,0,0,0,0,0,100,343700,2892125,1210,3237035,0,-6109
Warangal,"June, 2017",12166,240562,23,252751,33858,733425,24,767307,425810,4400550,230,4826590,140,24216,0,24356,425670,4376334,230,4802234,0,0,0,0,0,100,425670,4376334,230,4802234,-140,-24356
Warangal Rural,"June, 2017",12188,206096,15,218299,31667,621106,18,652791,426580,3726636,150,4153366,140,36597,0,36737,426440,3690039,150,4116629,0,0,0,0,0,100,426440,3690039,150,4116629,-140,-36737
Yadadri Bhuvanagiri,"June, 2017",13209,191142,0,204351,35825,606127,0,641952,462315,3636762,0,4099077,1284,25253,0,26537,461031,3611509,0,4072540,0,0,0,0,0,100,461031,3611509,0,4072540,-1284,-26537
Total,"June, 2017",554055,8017182,6432,8577669,1507021,26054924,6628,27568573,19391925,156329544,64320,175785789,546809,6957695,5610,7510114,18845116,149371849,58710,168275675,,0,0,0,0,,18849141,149585582,58710,168493433,-542784,-7292356
Adilabad,"June, 2018",12917,168728,277,181922,39743,591765,282,631790,452095,3550590,2770,4005455,56168,434964,666,491798,395927,3115626,2104,3513657,0,0,0,0,0,100,395927,3115626,2104,3513657,-56168,-491798
Bhadrdri Kothagudem,"June, 2018",17572,257904,4,275480,46802,770983,4,817789,615020,4625898,40,5240958,133651,1210247,0,1343898,481369,3415651,40,3897060,0,0,0,0,0,100,481369,3415651,40,3897060,-133651,-1343898
Hyderabad,"June, 2018",30636,524704,1437,556777,81199,2003113,1463,2085775,1072260,12018678,14370,13105308,249505,1862440,5912,2117857,822755,10156238,8458,10987451,0,0,0,0,0,100,822755,10156238,8458,10987451,-249505,-2117857
Jagityal,"June, 2018",14674,276083,168,290925,37869,802140,174,840183,513590,4812840,1680,5328110,91936,932320,418,1024674,421654,3880520,1262,4303436,0,0,0,0,0,100,421654,3880520,1262,4303436,-91936,-1024674
Janagaon,"June, 2018",10611,152145,104,162860,31919,481668,110,513697,371385,2890008,1040,3262433,72786,816351,348,889485,298599,2073657,692,2372948,0,0,0,0,0,100,298599,2073657,692,2372948,-72786,-889485
Jayashankar,"June, 2018",17095,190326,44,207465,43616,555360,44,599020,598325,3332160,440,3930925,158763,976725,176,1135664,439562,2355435,264,2795261,0,0,0,0,0,100,439562,2355435,264,2795261,-158763,-1135664
Jogulamba Gadwal,"June, 2018",10161,141595,143,151899,27108,501808,148,529064,355635,3010848,1430,3367913,85065,618300,616,703981,270570,2392548,814,2663932,0,0,0,0,0,100,270570,2392548,814,2663932,-85065,-703981
Kamareddy,"June, 2018",16306,228733,1094,246133,46432,812084,1111,859627,570710,4872504,10940,5454154,51532,514907,2158,568597,519178,4357597,8782,4885557,0,0,0,0,0,100,519178,4357597,8782,4885557,-51532,-568597
Karimnagar,"June, 2018",15988,254666,50,270704,41641,767907,51,809599,559580,4607442,500,5167522,98933,947012,213,1046158,460647,3660430,287,4121364,0,0,0,0,0,100,460647,3660430,287,4121364,-98933,-1046158
Khammam,"June, 2018",26577,369117,2,395696,72098,1051804,4,1123906,930195,6310824,20,7241039,219229,1829293,0,2048522,710966,4481531,20,5192517,0,0,0,0,0,100,710966,4481531,20,5192517,-219229,-2048522
Kumarambheem,"June, 2018",12094,123548,23,135665,40237,423158,26,463421,423290,2538948,230,2962468,88402,593014,22,681438,334888,1945934,208,2281030,0,0,0,0,0,100,334888,1945934,208,2281030,-88402,-681438
Mahabubabad,"June, 2018",14680,216922,2,231604,40074,661867,5,701946,513800,3971202,20,4485022,204768,1620570,0,1825338,309032,2350632,20,2659684,0,0,0,0,0,100,309032,2350632,20,2659684,-204768,-1825338
Mahbubnagar,"June, 2018",27993,341737,270,370000,73064,1227559,313,1300936,979755,7365354,2700,8347809,278521,1756002,1118,2035641,701234,5609352,1582,6312168,0,0,0,0,0,100,701234,5609352,1582,6312168,-278521,-2035641
Manchiryala,"June, 2018",15045,197226,192,212463,46053,593176,193,639422,526575,3559056,1920,4087551,78922,727473,786,807181,447653,2831583,1134,3280370,0,0,0,0,0,100,447653,2831583,1134,3280370,-78922,-807181
Medak,"June, 2018",13014,194386,87,207487,34460,646050,88,680598,455490,3876300,870,4332660,86361,828707,314,915382,369129,3047593,556,3417278,0,0,0,0,0,100,369129,3047593,556,3417278,-86361,-915382
Medchal,"June, 2018",18331,461038,111,479480,45741,1543433,114,1589288,641585,9260598,1110,9903293,140736,1486444,606,1627786,500849,7774154,504,8275507,0,0,0,0,0,100,500849,7774154,504,8275507,-140736,-1627786
Nagarkarnool,"June, 2018",17039,211432,42,228513,47115,699994,46,747155,596365,4199964,420,4796749,143141,944867,142,1088150,453224,3255097,278,3708599,0,0,0,0,0,100,453224,3255097,278,3708599,-143141,-1088150
Nalgonda,"June, 2018",28915,420482,73,449470,74417,1289942,74,1364433,1012025,7739652,730,8752407,254892,2350039,242,2605173,757133,5389613,488,6147234,0,0,0,0,0,100,757133,5389613,488,6147234,-254892,-2605173
Nirmal,"June, 2018",11751,187510,35,199296,36447,606229,35,642711,411285,3637374,350,4049009,36490,338774,96,375360,374795,3298600,254,3673649,0,0,0,0,0,100,374795,3298600,254,3673649,-36490,-375360
Nizamabad,"June, 2018",19911,355519,1146,376576,54874,1205723,1173,1261770,696885,7234338,11460,7942683,89934,983158,3166,1076258,606951,6251180,8294,6866425,0,0,0,0,0,100,606951,6251180,8294,6866425,-89934,-1076258
Peddapalli,"June, 2018",12406,199658,184,212248,33732,590296,191,624219,434210,3541776,1840,3977826,88624,732727,874,822225,345586,2809049,966,3155601,0,0,0,0,0,100,345586,2809049,966,3155601,-88624,-822225
Rajanna Siricilla,"June, 2018",13671,153385,219,167275,36292,454448,223,490963,478485,2726688,2190,3207363,90579,570240,734,661553,387906,2156448,1456,2545810,0,0,0,0,0,100,387906,2156448,1456,2545810,-90579,-661553
Ranga Reddy,"June, 2018",35211,482708,45,517964,92792,1632493,58,1725343,1232385,9794958,450,11027793,232015,1474313,180,1706508,1000370,8320645,270,9321285,0,0,0,0,0,100,1000370,8320633,270,9321273,-232015,-1706520
Sangareddy,"June, 2018",27091,333679,115,360885,70687,1131172,118,1201977,948185,6787032,1150,7736367,157325,1203754,324,1361403,790860,5583278,826,6374964,0,0,0,0,0,100,790860,5583278,826,6374964,-157325,-1361403
Siddipet,"June, 2018",18845,262322,92,281259,52170,831511,97,883778,659575,4989066,920,5649561,103812,883602,314,987728,555763,4105464,606,4661833,0,0,0,0,0,100,555763,4105464,606,4661833,-103812,-987728
Suryapet,"June, 2018",18782,288438,49,307269,50147,853376,50,903573,657370,5120256,490,5778116,183835,1701620,162,1885617,473535,3418636,328,3892499,0,0,0,0,0,100,473535,3418636,328,3892499,-183835,-1885617
Vikarabad,"June, 2018",26764,204460,42,231266,74054,730370,48,804472,936740,4382220,420,5319380,184030,833938,142,1018110,752710,3548282,278,4301270,0,0,0,0,0,100,752710,3548282,278,4301270,-184030,-1018110
Wanaparthy,"June, 2018",9812,140678,118,150608,28655,482120,127,510902,343420,2892720,1180,3237320,66686,639102,414,706202,276734,2253618,766,2531118,0,0,0,0,0,100,276734,2253618,766,2531118,-66686,-706202
Warangal,"June, 2018",12163,240432,22,252617,33785,732077,22,765884,425705,4392462,220,4818387,73050,867701,102,940853,352655,3524761,118,3877534,0,0,0,0,0,100,352655,3524761,118,3877534,-73050,-940853
Warangal Rural,"June, 2018",12169,205946,15,218130,31584,619914,18,651516,425915,3719484,150,4145549,117292,1262649,44,1379985,308623,2456835,106,2765564,0,0,0,0,0,100,308623,2456835,106,2765564,-117292,-1379985
Yadadri Bhuvanagiri,"June, 2018",13159,190525,0,203684,35627,601889,0,637516,460565,3611334,0,4071899,66429,669987,0,736416,394136,2941347,0,3335483,0,0,0,0,0,100,394136,2941347,0,3335483,-66429,-736416
Total,"June, 2018",551383,7976032,6205,8533620,1500434,25895429,6410,27402273,19298405,155372574,62050,174733029,3983412,32611240,20289,36614941,15314993,122761334,41761,138118088,,0,0,0,0,,15314993,122761322,41761,138118076,-3983412,-36614953
Adilabad,"March, 2015",50238,674197,0,724435,167791,2264585,0,2432376,1758330,13587510,0,15345840,273,23658,0,23931,1758057,13563852,0,15321909,0,1758057,13563852,0,15321909,100,0,0,0,0,-1758330,-15345840
Hyderabad,"March, 2015",27322,788990,0,816312,61496,2757797,0,2819293,956270,16546782,0,17503052,16185,187348,0,203533,940085,16359434,0,17299519,0,940085,16359434,0,17299519,100,0,0,0,0,-956270,-17503052
Karimnagar,"March, 2015",65053,1024185,0,1089238,180355,3106083,0,3286438,2276855,18636498,0,20913353,22010,219993,0,242003,2254845,18416505,0,20671350,0,2254845,18416505,0,20671350,100,2254845,18416505,0,20671350,-22010,-242003
Khammam,"March, 2015",42877,678543,0,721420,123734,2056677,0,2180411,1500695,12340062,0,13840757,9549,123016,0,132565,1491146,12217046,0,13708192,0,1491146,12217046,0,13708192,100,0,0,0,0,-1500695,-13840757
Mahbubnagar,"March, 2015",56737,1007549,0,1064286,166312,3824862,0,3991174,1985795,22949172,0,24934967,847,145676,0,146523,1984948,22803496,0,24788444,0,1984948,22803496,0,24788444,100,0,0,0,0,-1985795,-24934967
Medak,"March, 2015",53770,747127,0,800897,154029,2584991,0,2739020,1881950,15509946,0,17391896,78591,147221,0,225812,1803359,15362725,0,17166084,0,1803359,15362725,0,17166084,100,0,0,0,0,-1881950,-17391896
Nalgonda,"March, 2015",62294,950984,0,1013278,176661,3019950,0,3196611,2180290,18119700,0,20299990,2780,104947,0,107727,2177510,18014753,0,20192263,0,2177510,18014753,0,20192263,100,0,0,0,0,-2180290,-20299990
Nizamabad,"March, 2015",35946,562908,0,598854,99819,1904405,0,2004224,1258110,11426430,0,12684540,31,2384,0,2415,1258079,11424046,0,12682125,0,1258079,11424046,0,12682125,100,1258079,11424046,0,12682125,-31,-2415
Ranga Reddy,"March, 2015",55318,1108031,0,1163349,150748,3689471,0,3840219,1936130,22136826,0,24072956,20194,609954,0,630148,1915936,21526872,0,23442808,0,1915936,21526848,0,23442784,100,0,0,0,0,-1936130,-24072956
Warangal,"March, 2015",56104,925535,0,981639,160890,2942070,0,3102960,1963640,17652420,0,19616060,2572,20149,0,22721,1961068,17632271,0,19593339,0,1961068,17632271,0,19593339,100,0,0,0,0,-1963640,-19616060
Total,"March, 2015",505659,8468049,0,8973708,1441835,28150891,0,29592726,17698065,168905346,0,186603411,153032,1584346,0,1737378,17545033,167321000,0,184866033,,17545033,167320976,0,184866009,,3512924,29840551,0,33353475,-14185141,-153249936
Adilabad,"March, 2016",52022,689778,528,742328,163148,2204745,539,2368432,1820770,13228470,5280,15054520,108,32821,0,32929,1820662,13195649,5280,15021591,0,0,0,0,0,100,1820662,13195649,5280,15021591,-108,-32929
Hyderabad,"March, 2016",42467,755317,402,798186,101376,2630105,436,2731917,1486345,15780630,4020,17270995,129571,1948375,185,2078131,1356774,13832255,3835,15192864,75,1114744,11835470,3068,12953282,25,242030,1996785,767,2239582,-1244315,-15031413
Karimnagar,"March, 2016",67309,1027120,670,1095099,177307,2974180,685,3152172,2355815,17845080,6700,20207595,3230,60600,50,63880,2352585,17784480,6650,20143715,0,0,0,0,0,100,2352585,17784480,6650,20143715,-3230,-63880
Khammam,"March, 2016",46653,678489,8,725150,125816,1937256,10,2063082,1632855,11623536,80,13256471,1785,84938,0,86723,1631070,11538598,80,13169748,0,0,0,0,0,100,1631070,11538598,80,13169748,-1785,-86723
Mahbubnagar,"March, 2016",70187,978584,602,1049373,187651,3299241,649,3487541,2456545,19795446,6020,22258011,2100,55974,0,58074,2454445,19739472,6020,22199937,0,0,0,0,0,100,2454445,19739472,6020,22199937,-2100,-58074
Medak,"March, 2016",54357,734897,253,789507,145004,2384892,260,2530156,1902495,14309352,2530,16214377,105,50291,0,50396,1902390,14259061,2530,16163981,0,0,0,0,0,100,1902390,14259061,2530,16163981,-105,-50396
Nalgonda,"March, 2016",61637,926490,130,988257,162441,2757149,132,2919722,2157295,16542894,1300,18701489,2800,147864,0,150664,2154495,16395030,1300,18550825,0,0,0,0,0,100,2154495,16395030,1300,18550825,-2800,-150664
Nizamabad,"March, 2016",39663,587452,1899,629014,108948,1997333,1913,2108194,1388205,11983998,18990,13391193,980,29357,0,30337,1387225,11954641,18990,13360856,0,0,0,0,0,100,1387225,11954641,18990,13360856,-980,-30337
Ranga Reddy,"March, 2016",62679,522231,167,585077,169247,1760545,193,1929985,2193765,10563270,1670,12758705,3155,222933,0,226088,2190610,10340337,1670,12532617,0,0,0,0,0,100,2190610,10340337,1670,12532617,-3155,-226088
Ranga Reddy,"March, 2016",13879,548090,22,561991,31681,1820794,26,1852501,485765,10924764,220,11410749,15298,824528,0,839826,470467,10100236,220,10570923,75,364314,8193560,175,8558049,25,106153,1906676,45,2012874,-379612,-9397875
Warangal,"March, 2016",58576,924875,143,983594,159546,2786060,155,2945761,2050160,16716360,1430,18767950,420,73016,0,73436,2049740,16643344,1430,18694514,0,0,0,0,0,100,2049740,16643344,1430,18694514,-420,-73436
Total,"March, 2016",569429,8373323,4824,8947576,1532165,26552300,4998,28089463,19930015,159313800,48240,179292055,159552,3530697,235,3690484,19770463,155783103,48005,175601571,,1479058,20029030,3243,21511331,,18291405,135754073,44762,154090240,-1638610,-25201815
Adilabad,"March, 2017",12925,168474,274,181673,39788,589082,279,629149,452375,3534492,2740,3989607,0,8393,10,8403,452375,3526099,2730,3981204,0,0,0,0,0,100,452375,3526099,2730,3981204,0,-8403
Bhadrdri Kothagudem,"March, 2017",17579,257879,4,275462,46861,771054,4,817919,615265,4626324,40,5241629,5044,142668,0,147712,610221,4483656,40,5093917,0,0,0,0,0,100,610221,4483656,40,5093917,-5044,-147712
Hyderabad,"March, 2017",32590,554213,1649,588452,84572,2085924,1661,2172157,1140650,12515544,16490,13672684,152408,1407183,704,1560295,988242,11108361,15786,12112389,0,0,0,0,0,100,988242,11108361,15786,12112389,-152408,-1560295
Jagityal,"March, 2017",14692,275798,170,290660,38014,801282,176,839472,514220,4807692,1700,5323612,421,12556,0,12977,513799,4795136,1700,5310635,0,0,0,0,0,100,513799,4795136,1700,5310635,-421,-12977
Janagaon,"March, 2017",10626,152104,107,162837,32003,482469,113,514585,371910,2894814,1070,3267794,175,13394,0,13569,371735,2881420,1070,3254225,0,0,0,0,0,100,371735,2881420,1070,3254225,-175,-13569
Jayashankar,"March, 2017",17109,189134,44,206287,43743,552228,44,596015,598815,3313368,440,3912623,35,12916,0,12951,598780,3300452,440,3899672,0,0,0,0,0,100,598780,3300452,440,3899672,-35,-12951
Jogulamba Gadwal,"March, 2017",10171,140915,143,151229,27114,497844,148,525106,355985,2987064,1430,3344479,0,6776,0,6776,355985,2980288,1430,3337703,0,0,0,0,0,100,355985,2980288,1430,3337703,0,-6776
Kamareddy,"March, 2017",16398,228616,1092,246106,46608,808568,1107,856283,573930,4851408,10920,5436258,0,8837,0,8837,573930,4842571,10920,5427421,0,0,0,0,0,100,573930,4842571,10920,5427421,0,-8837
Karimnagar,"March, 2017",16019,254655,50,270724,41805,768772,51,810628,560665,4612632,500,5173797,980,18912,10,19902,559685,4593720,490,5153895,0,0,0,0,0,100,559685,4593720,490,5153895,-980,-19902
Khammam,"March, 2017",26581,368787,2,395370,72261,1052475,4,1124740,930335,6314850,20,7245205,17757,344815,0,362572,912578,5970035,20,6882633,0,0,0,0,0,100,912578,5970035,20,6882633,-17757,-362572
Kumarambheem,"March, 2017",12096,123465,23,135584,40257,422636,26,462919,423360,2535816,230,2959406,0,11295,0,11295,423360,2524521,230,2948111,0,0,0,0,0,100,423360,2524521,230,2948111,0,-11295
Mahabubabad,"March, 2017",14691,216251,2,230944,40131,660300,5,700436,514185,3961800,20,4476005,315,26812,0,27127,513870,3934988,20,4448878,0,0,0,0,0,100,513870,3934988,20,4448878,-315,-27127
Mahbubnagar,"March, 2017",27449,338295,262,366006,71223,1213949,303,1285475,960715,7283694,2620,8247029,805,13459,0,14264,959910,7270235,2620,8232765,0,0,0,0,0,100,959910,7270235,2620,8232765,-805,-14264
Manchiryala,"March, 2017",15059,197306,192,212557,46199,594392,193,640784,527065,3566352,1920,4095337,35,13488,0,13523,527030,3552864,1920,4081814,0,0,0,0,0,100,527030,3552864,1920,4081814,-35,-13523
Medak,"March, 2017",13019,194540,87,207646,34595,648294,88,682977,455665,3889764,870,4346299,0,8718,0,8718,455665,3881046,870,4337581,0,0,0,0,0,100,455665,3881046,870,4337581,0,-8718
Medchal,"March, 2017",18391,462952,114,481457,45724,1543152,117,1588993,643685,9258912,1140,9903737,55366,1424107,80,1479553,588319,7834805,1060,8424184,0,0,0,0,0,100,588319,7834805,1060,8424184,-55366,-1479553
Nagarkarnool,"March, 2017",17032,210706,42,227780,47097,698119,46,745262,596120,4188714,420,4785254,0,8418,0,8418,596120,4180296,420,4776836,0,0,0,0,0,100,596120,4180296,420,4776836,0,-8418
Nalgonda,"March, 2017",28943,420243,75,449261,74592,1289904,76,1364572,1013005,7739424,750,8753179,1612,105396,0,107008,1011393,7634028,750,8646171,0,0,0,0,0,100,1011393,7634028,750,8646171,-1612,-107008
Nirmal,"March, 2017",11754,187464,36,199254,36488,606286,36,642810,411390,3637716,360,4049466,0,3558,0,3558,411390,3634158,360,4045908,0,0,0,0,0,100,411390,3634158,360,4045908,0,-3558
Nizamabad,"March, 2017",19954,355164,1132,376250,54952,1202451,1160,1258563,698390,7214706,11320,7924416,735,19983,10,20728,697655,7194723,11310,7903688,0,0,0,0,0,100,697655,7194723,11310,7903688,-735,-20728
Peddapalli,"March, 2017",12431,198938,182,211551,33832,587116,189,621137,435085,3522696,1820,3959601,315,11046,10,11371,434770,3511650,1810,3948230,0,0,0,0,0,100,434770,3511650,1810,3948230,-315,-11371
Rajanna Siricilla,"March, 2017",13703,153563,222,167488,36440,456910,226,493576,479605,2741460,2220,3223285,595,7323,70,7988,479010,2734137,2150,3215297,0,0,0,0,0,100,479010,2734137,2150,3215297,-595,-7988
Ranga Reddy,"March, 2017",35546,482455,45,518046,93322,1631265,57,1724644,1244110,9787590,450,11032150,48964,738407,0,787371,1195146,9049183,450,10244779,0,0,0,0,0,100,1195146,9049171,450,10244767,-48964,-787383
Sangareddy,"March, 2017",27094,332606,117,359817,70762,1126462,120,1197344,948290,6758772,1170,7708232,154,25814,0,25968,948136,6732958,1170,7682264,0,0,0,0,0,100,948136,6732958,1170,7682264,-154,-25968
Siddipet,"March, 2017",18865,262539,90,281494,52439,836138,91,888668,660275,5016828,900,5678003,350,23113,0,23463,659925,4993715,900,5654540,0,0,0,0,0,100,659925,4993715,900,5654540,-350,-23463
Suryapet,"March, 2017",18807,287879,50,306736,50306,851864,51,902221,658245,5111184,500,5769929,4059,121469,0,125528,654186,4989715,500,5644401,0,0,0,0,0,100,654186,4989715,500,5644401,-4059,-125528
Vikarabad,"March, 2017",27329,206192,42,233563,75626,736888,48,812562,956515,4421328,420,5378263,140,19572,0,19712,956375,4401756,420,5358551,0,0,0,0,0,100,956375,4401756,420,5358551,-140,-19712
Wanaparthy,"March, 2017",9824,140069,122,150015,28696,478521,136,507353,343840,2871126,1220,3216186,0,5290,0,5290,343840,2865836,1220,3210896,0,0,0,0,0,100,343840,2865836,1220,3210896,0,-5290
Warangal,"March, 2017",12171,239768,23,251962,33905,731346,24,765275,425985,4388076,230,4814291,280,41875,0,42155,425705,4346201,230,4772136,0,0,0,0,0,100,425705,4364549,230,4790484,-280,-23807
Warangal Rural,"March, 2017",12202,205722,15,217939,31725,620384,18,652127,427070,3722304,150,4149524,105,13991,0,14096,426965,3708313,150,4135428,0,0,0,0,0,100,426965,3708313,150,4135428,-105,-14096
Yadadri Bhuvanagiri,"March, 2017",13225,191179,2,204406,35888,606425,2,642315,462875,3638550,20,4101445,1680,23886,0,25566,461195,3614664,20,4075879,0,0,0,0,0,100,461195,3614664,20,4075879,-1680,-25566
Total,"March, 2017",554275,7997871,6410,8558556,1506968,25952500,6599,27466067,19399625,155715000,64100,175178725,292330,4643470,894,4936694,19107295,151071530,63206,170242031,,0,0,0,0,,19107295,151089866,63206,170260367,-292330,-4918358
Adilabad,"March, 2018",12918,168754,277,181949,39776,592617,282,632675,452130,3555702,2770,4010602,19417,179491,1322,200230,432713,3376211,1448,3810372,0,0,0,0,0,100,432713,3376211,1448,3810372,-19417,-200230
Bhadrdri Kothagudem,"March, 2018",17572,257919,4,275495,46823,771315,4,818142,615020,4627890,40,5242950,72120,816083,0,888203,542900,3811807,40,4354747,0,0,0,0,0,100,542900,3811807,40,4354747,-72120,-888203
Hyderabad,"March, 2018",30618,524443,1431,556492,81177,2002804,1457,2085438,1071630,12016824,14310,13102764,176232,1439453,3370,1619055,895398,10577371,10940,11483709,0,0,0,0,0,100,895398,10577371,10940,11483709,-176232,-1619055
Jagityal,"March, 2018",14676,276154,168,290998,37971,804527,174,842672,513660,4827162,1680,5342502,13824,281901,260,295985,499836,4545261,1420,5046517,0,0,0,0,0,100,499836,4545261,1420,5046517,-13824,-295985
Janagaon,"March, 2018",10611,152199,104,162914,31951,482423,110,514484,371385,2894538,1040,3266963,27943,456696,210,484849,343442,2437842,830,2782114,0,0,0,0,0,100,343442,2437842,830,2782114,-27943,-484849
Jayashankar,"March, 2018",17096,190375,44,207515,43708,556287,44,600039,598360,3337722,440,3936522,59629,470604,130,530363,538731,2867118,310,3406159,0,0,0,0,0,100,538731,2867118,310,3406159,-59629,-530363
Jogulamba Gadwal,"March, 2018",10162,141599,143,151904,27142,502239,148,529529,355670,3013434,1430,3370534,25557,330388,374,356319,330113,2683046,1056,3014215,0,0,0,0,0,100,330113,2683046,1056,3014215,-25557,-356319
Kamareddy,"March, 2018",16311,228763,1093,246167,46472,812785,1110,860367,570885,4876710,10930,5458525,22905,288596,1580,313081,547980,4588114,9350,5145444,0,0,0,0,0,100,547980,4588114,9350,5145444,-22905,-313081
Karimnagar,"March, 2018",15992,254836,50,270878,41755,769764,51,811570,559720,4618584,500,5178804,23649,471617,121,495387,536071,4146967,379,4683417,0,0,0,0,0,100,536071,4146967,379,4683417,-23649,-495387
Khammam,"March, 2018",26581,369195,2,395778,72218,1053121,4,1125343,930335,6318726,20,7249081,121395,1390175,0,1511570,808940,4928551,20,5737511,0,0,0,0,0,100,808940,4928551,20,5737511,-121395,-1511570
Kumarambheem,"March, 2018",12094,123557,23,135674,40254,423468,26,463748,423290,2540808,230,2964328,71616,447859,170,519645,351674,2092949,60,2444683,0,0,0,0,0,100,351674,2092949,60,2444683,-71616,-519645
Mahabubabad,"March, 2018",14681,216934,2,231617,40089,662148,5,702242,513835,3972888,20,4486743,102512,1146086,0,1248598,411323,2826802,20,3238145,0,0,0,0,0,100,411323,2826802,20,3238145,-102512,-1248598
Mahbubnagar,"March, 2018",27997,341775,270,370042,73112,1228418,313,1301843,979895,7370508,2700,8353103,90425,929029,794,1020248,889470,6441479,1906,7332855,0,0,0,0,0,100,889470,6441479,1906,7332855,-90425,-1020248
Manchiryala,"March, 2018",15050,197309,192,212551,46156,594291,193,640640,526750,3565746,1920,4094416,39774,463113,420,503307,486976,3102633,1500,3591109,0,0,0,0,0,100,486976,3102633,1500,3591109,-39774,-503307
Medak,"March, 2018",13011,194408,87,207506,34495,646720,88,681303,455385,3880320,870,4336575,13964,246439,170,260573,441421,3633881,700,4076002,0,0,0,0,0,100,441421,3633881,700,4076002,-13964,-260573
Medchal,"March, 2018",18339,461187,111,479637,45760,1544170,114,1590044,641865,9265020,1110,9907995,91128,1254488,360,1345976,550737,8010532,750,8562019,0,0,0,0,0,100,550737,8010532,750,8562019,-91128,-1345976
Nagarkarnool,"March, 2018",17038,211486,42,228566,47179,701186,46,748411,596330,4207116,420,4803866,71391,592928,154,664473,524939,3614188,266,4139393,0,0,0,0,0,100,524939,3614188,266,4139393,-71391,-664473
Nalgonda,"March, 2018",28918,420601,73,449592,74528,1291826,74,1366428,1012130,7750956,730,8763816,122885,1318801,168,1441854,889245,6432155,562,7321962,0,0,0,0,0,100,889245,6432155,562,7321962,-122885,-1441854
Nirmal,"March, 2018",11752,187556,35,199343,36466,606737,35,643238,411320,3640422,350,4052092,19368,248041,60,267469,391952,3392381,290,3784623,0,0,0,0,0,100,391952,3392381,290,3784623,-19368,-267469
Nizamabad,"March, 2018",19914,355585,1147,376646,54934,1206819,1174,1262927,696990,7240914,11470,7949374,16831,364315,1038,382184,680159,6876599,10432,7567190,0,0,0,0,0,100,680159,6876599,10432,7567190,-16831,-382184
Peddapalli,"March, 2018",12415,199758,184,212357,33815,591451,191,625457,434525,3548706,1840,3985071,24238,381140,424,405802,410287,3167566,1416,3579269,0,0,0,0,0,100,410287,3167566,1416,3579269,-24238,-405802
Rajanna Siricilla,"March, 2018",13672,153464,221,167357,36361,456009,225,492595,478520,2736054,2210,3216784,19538,212604,470,232612,458982,2523450,1740,2984172,0,0,0,0,0,100,458982,2523450,1740,2984172,-19538,-232612
Ranga Reddy,"March, 2018",35213,482744,45,518002,92816,1632800,58,1725674,1232455,9796800,450,11029705,113922,1218254,140,1332316,1118533,8578546,310,9697389,0,0,0,0,0,100,1118533,8578534,310,9697377,-113922,-1332328
Sangareddy,"March, 2018",27092,333761,116,360969,70776,1132304,119,1203199,948220,6793824,1160,7743204,32735,604697,170,637602,915485,6189127,990,7105602,0,0,0,0,0,100,915485,6189127,990,7105602,-32735,-637602
Siddipet,"March, 2018",18837,262485,93,281415,52331,835124,98,887553,659295,5010744,930,5670969,22727,397907,110,420744,636568,4612837,820,5250225,0,0,0,0,0,100,636568,4612837,820,5250225,-22727,-420744
